stationId,stationName,latitude,longitude,ACAG_annual_mean,ACAG_monthly_clim_01,ACAG_monthly_clim_02,ACAG_monthly_clim_03,ACAG_monthly_clim_04,ACAG_monthly_clim_05,ACAG_monthly_clim_06,ACAG_monthly_clim_07,ACAG_monthly_clim_08,ACAG_monthly_clim_09,ACAG_monthly_clim_10,ACAG_monthly_clim_11,ACAG_monthly_clim_12
28505268571336961948594948504,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.3385,105.367,37.48932464917501,43.88900184631348,36.707786560058594,36.019575119018555,30.2013201713562,40.58948230743408,36.261375427246094,35.74667310714722,31.266019821166992,31.259413242340088,32.799108028411865,39.816786766052246,55.31535339355469
28505272740301122608933325208,Đà Nẵng: 41 đường Lê Duẩn (KK),16.074,108.217,20.188695808251698,20.592869758605957,20.72780680656433,19.39439296722412,22.76239800453186,21.71579122543335,21.055648803710938,17.278258562088013,21.197006702423096,20.992461681365967,19.96553683280945,18.94571352005005,17.636464834213257
28915732959631398237539556920,Hà Nội: Khu vực Lăng Bác (KK),21.0356,105.833,37.83691187699636,49.121907234191895,36.44917058944702,37.18857717514038,30.294972896575928,40.40763568878174,29.823277473449707,31.787912845611572,29.66173791885376,34.66468906402588,36.63169765472412,43.46955585479736,54.541808128356934
31388836637198369136462150188,Bình Định: Khuôn viên Cây xanh gần cầu chui đường Hoa Lư - TP. Quy Nhơn (KK),13.7851,109.22,18.46587246656418,18.836087226867676,16.304649829864502,19.648066520690918,22.618435382843018,17.86610722541809,18.395153284072876,17.601507663726807,19.541278839111328,18.957940101623535,19.35132145881653,16.51771569252014,15.952206373214722
31388839920718814259329251882,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.658,28.375114778677624,40.84623718261719,34.04155397415161,30.978867530822754,31.515416622161865,25.0457820892334,28.91932201385498,21.273225784301758,17.55862784385681,22.7064471244812,24.031872749328613,28.02862787246704,35.55539655685425
31388851800421997746903202346,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.159,22.181608696778614,21.614158868789673,21.22216510772705,24.22993230819702,26.615989685058594,25.23010540008545,22.917028427124023,19.85610842704773,22.44616174697876,23.622410774230957,20.078318119049072,20.862265586853027,17.484659910202026
31388883344354363840031242796,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),20.536,105.916,31.719123760859173,41.98483753204346,30.17928171157837,31.12576198577881,23.751094341278076,28.15387487411499,27.88447380065918,26.573989868164062,23.160407543182373,26.273157596588135,33.82786703109741,39.489901542663574,48.22483730316162
31390903576425084107499649578,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),21.0052,105.842,37.83691187699636,49.121907234191895,36.44917058944702,37.18857717514038,30.294972896575928,40.40763568878174,29.823277473449707,31.787912845611572,29.66173791885376,34.66468906402588,36.63169765472412,43.46955585479736,54.541808128356934
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.795,41.274425427118935,50.5067138671875,37.61610126495361,39.45765495300293,44.74733352661133,43.160630226135254,32.537174224853516,34.38216495513916,33.81179428100586,37.369600772857666,38.22478532791138,45.207295417785645,58.2718563079834
31390912357075263208060500522,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),10.7823,106.683,34.93416112661362,46.11119747161865,38.48303270339966,34.73393392562866,35.18757677078247,30.953994750976562,35.978389739990234,26.17036724090576,23.20361876487732,27.005038738250732,36.28884935379028,40.29828119277954,44.795652866363525
31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),10.7832,106.753,34.68501925468445,44.71348285675049,38.43450927734375,36.500643253326416,34.009371757507324,32.92702674865723,36.98148965835571,29.146642208099365,23.56033420562744,28.224926948547363,32.0074257850647,38.39208459854126,41.322293758392334
31390921469766835629621918251,Hưng Yên: số 437 Nguyễn Văn Linh - Tp Hưng Yên (KK),20.6618,106.059,32.281940857569374,41.17183303833008,30.15007972717285,32.2302303314209,25.91963815689087,33.01435041427612,27.898141860961914,26.325697898864746,24.854098796844482,26.174373626708984,32.92542314529419,39.14273166656494,47.57669162750244
31390928700890512538630765099,Lâm Đồng: Vườn hoa - đối diện THCS Lam Sơn - Phường 6 - TP Đà Lạt (KK),11.9527,108.43,19.78682017326355,20.549560546875,21.238911151885986,21.946566104888916,23.654741287231445,20.171809196472168,20.408331871032715,18.383465051651,18.426142930984497,18.39758801460266,19.73323106765747,16.963279008865356,17.56821584701538
31390932574706768021562473002,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),10.5391,106.405,24.40696934858958,30.878046989440918,28.59235191345215,22.70539951324463,29.917832851409912,24.982336044311523,21.709773540496826,18.781983852386475,18.218106269836426,21.604596614837646,19.530089378356934,24.361173152923584,31.60194206237793
31390939012620449761949792810,Ninh Thuận: Công viên (bến xe cũ) - Đ. Thống Nhất - P. Thanh Sơn - TP Phan Rang (KK),11.5736,108.992,22.4803373614947,22.217878818511963,15.989807367324829,22.810863971710205,25.571398735046387,21.858602046966553,28.578537940979004,22.449096202850342,22.5384783744812,29.939517974853516,22.341787815093994,17.956506729125977,17.51157236099243
31390944251495766704153049642,Quảng Nam: Tiếp giáp Đ. Hùng Vương - KDC Đ. Hồ Xuân Hương (KK),15.5621,108.487,20.422803560892742,22.099422454833984,19.96004295349121,22.722986221313477,23.19573163986206,20.77244544029236,20.6506986618042,17.64884877204895,23.020891666412354,22.462713718414307,18.94869375228882,17.804337978363037,15.786829471588135
31390951371938979254287350314,Quảng Ngãi: UBND P. Nguyễn Nghiêm - TP Quảng Ngãi (KK),15.121,108.804,18.254619578520458,17.741443872451782,16.547173738479614,19.230122327804565,19.925376176834106,17.67370915412903,18.765014171600342,15.972180604934692,21.87552499771118,20.173444271087646,17.359293222427368,17.485095739364624,16.307056665420532
31390957404024291365397346858,Thái Bình: Cầu Thái Bình - Đ. Trần Thái Tông - P. Bồ Xuyên - TP Thái Bình (KK),20.4578,106.344,28.7015167872111,38.265700340270996,26.758464336395264,28.256303310394287,26.85832977294922,28.696006774902344,23.797439098358154,23.419297218322754,18.878753662109375,21.85871982574463,31.407130241394043,33.6849570274353,42.537099838256836
31390965631272148257054013994,Vũng Tàu: Đ. Huyền Trân Công Chúa - Phường 8 - TP Vũng Tàu,10.4955,107.274,21.70946540435155,28.871902465820312,23.226487159729004,19.048573970794678,24.144333839416504,19.748559951782227,21.478410482406616,19.46771001815796,19.157174587249756,22.04965829849243,19.131181240081787,20.207906246185303,23.98168659210205
31388868531618872623864101418,Hải Dương: UBND TP. Hải Dương - 106 Đường Trần Hưng Đạo (KK),20.9381,106.336,33.032153487205505,42.2818341255188,30.530797481536865,32.46280097961426,30.194764137268066,33.50892639160156,29.54896593093872,28.71575117111206,26.05741834640503,26.90437936782837,32.143574237823486,35.70382118225098,48.33280849456787
31836631011116458146308623213,Gia Lai: Trạm Diên Phú (KK),13.9425,107.997,18.45869865020116,17.266438484191895,18.495094299316406,25.96838617324829,28.916165828704834,20.298261642456055,16.66713786125183,15.910221576690674,16.234736680984497,16.098191738128662,14.912835597991943,14.640275955200195,16.096637964248657
31570631866920915749872483233,Bình Định: huyện Tuy Phước (KK),13.7619,109.22,18.46587246656418,18.836087226867676,16.304649829864502,19.648066520690918,22.618435382843018,17.86610722541809,18.395153284072876,17.601507663726807,19.541278839111328,18.957940101623535,19.35132145881653,16.51771569252014,15.952206373214722
32226856627901174291787516193,Bắc Giang: Thôn Vĩnh An - xã Song Mai - TP. Bắc Giang (KK),21.3076,106.191,31.374149203300476,39.0803918838501,29.948297023773193,30.113008975982666,25.575857162475586,35.67584037780762,32.33335542678833,31.10759687423706,24.20003366470337,27.491926670074463,28.014453411102295,31.196919441223145,41.75210952758789
32226870949329422321657029896,Bắc Giang: Số 1 đ. Hùng Vương - P. Lê Lợi - TP. Bắc Giang (KK),21.2684,106.205,31.35777811209361,39.09722185134888,29.458434581756592,30.014177322387695,26.151742458343506,35.65849781036377,30.651053428649902,29.205318927764893,26.028048515319824,26.308844566345215,28.91687774658203,32.27471113204956,42.528409004211426
32364176301658391599618161719,Nam Định: Số 192 - Đ. Cù Chính Lan - P. Vị Xuyên ( Trạm nền ) (KK),20.4398,106.188,30.11772374312083,40.56370830535889,28.296440601348877,29.73283100128174,26.7150559425354,28.563556671142578,24.665875911712646,24.4111590385437,19.10547637939453,23.596452713012695,33.03615713119507,37.6636905670166,45.06228065490723
32364183997304919819454378150,Nam Định: Số 2 Trần Thánh Tông - P. Quang Trung (VT1) (KK),20.4378,106.176,30.11772374312083,40.56370830535889,28.296440601348877,29.73283100128174,26.7150559425354,28.563556671142578,24.665875911712646,24.4111590385437,19.10547637939453,23.596452713012695,33.03615713119507,37.6636905670166,45.06228065490723
32364190084730464143606411447,Nam Định: Thôn Vân Cát - P. Nam Vân - TP. Nam Định (VT2) (KK),20.3996,106.182,29.06383192539215,38.96716833114624,27.509814739227295,28.942062854766846,25.95703125,27.288228034973145,24.03179168701172,22.934770107269287,19.227720260620117,22.922825813293457,31.65975046157837,36.40308475494385,42.92173480987549
32364194875996560076825514951,Nam Định: Đường Trần Huy Liệu - P. Trường Thi (VT3) (KK),20.42,106.162,30.11772374312083,40.56370830535889,28.296440601348877,29.73283100128174,26.7150559425354,28.563556671142578,24.665875911712646,24.4111590385437,19.10547637939453,23.596452713012695,33.03615713119507,37.6636905670166,45.06228065490723
32364200193546216536440697093,Nam Định: Lô 29 - đ. Trương Hán Siêu - P. Lộc Hòa (VT4) (KK),20.4357,106.156,30.11772374312083,40.56370830535889,28.296440601348877,29.73283100128174,26.7150559425354,28.563556671142578,24.665875911712646,24.4111590385437,19.10547637939453,23.596452713012695,33.03615713119507,37.6636905670166,45.06228065490723
28916504310234840885489983032,Bắc Ninh: Khu liên cơ Thuận Thành - thị trấn Hồ (KK),21.0272,106.034,36.531856973965965,43.619258880615234,33.109468936920166,35.36386585235596,27.930935382843018,41.90482139587402,36.40199089050293,35.276363372802734,30.057602882385254,31.16117238998413,33.11817169189453,39.295888900756836,51.14274311065674
29544533341424688633522251105,Gia Lai: KCN Trà Đa - Tp Pleiku (KK),14.0177,108.035,18.765798270702362,18.112163066864014,18.33506441116333,24.74073076248169,27.147300720214844,18.643906354904175,18.195669174194336,16.173315286636353,17.35649561882019,17.347818851470947,16.511922359466553,15.240009546279907,17.385183095932007
